0	1
0	22
0	41
0	52
0	54
0	66
0	77
0	79
0	81
0	88
0	97
0	98
0	107
0	111
0	112
0	116
0	124
0	131
0	135
0	138
0	141
0	143
0	148
0	156
0	163
0	172
0	197
0	242
0	256
0	257
0	267
0	282
0	312
0	313
0	335
0	336
0	350
0	363
0	375
0	392
0	401
0	419
0	434
0	436
0	446
0	456
0	457
0	468
0	476
0	486
0	494
0	510
0	515
0	521
0	535
0	539
0	547
0	557
0	559
0	573
0	576
0	588
0	590
0	605
0	730
0	776
0	819
0	842
0	956
0	1174
0	1198
0	1543
0	1773
0	1922
0	1999
0	2141
0	2241
0	2704
0	2798
0	2810
0	3003
0	3018
0	3129
0	3165
0	3205
0	3273
0	3328
0	3440
0	3469
0	3574
0	3584
0	3667
0	3675
0	3682
0	3736
0	3742
0	3769
0	3776
0	3806
0	3817
0	3824
0	3870
0	3888
0	3999
0	4103
0	4151
0	4216
0	4467
0	4756
0	4792
0	4794
0	4848
0	4867
0	4890
0	4929
0	5106
0	5137
0	5235
0	5236
0	5243
0	5244
0	5663
0	5689
0	5714
0	5717
0	5729
0	5732
0	5734
0	5736
0	5737
0	5739
0	5764
0	5812
0	5882
0	6116
0	6122
0	6125
0	6135
0	6139
0	6150
0	6153
0	6155
0	6156
0	6248
0	7293
0	8154
0	9629
0	10158
0	10176
0	10811
0	10812
0	10832
0	10837
0	11053
0	11096
0	11143
0	11206
0	11220
0	11295
0	11298
0	12050
0	13243
0	13336
0	14522
0	15249
0	16931
0	18898
0	19404
0	33308
0	38406
0	39374
0	48860
0	50404
0	50405
0	83000
0	108999
0	125288
2	53
2	104
2	124
2	130
2	170
2	197
2	222
2	234
2	290
2	313
2	332
2	354
2	413
2	446
2	457
2	472
2	494
2	497
2	510
2	531
2	668
2	678
2	742
2	753
2	777
2	779
2	782
2	832
2	836
2	865
2	898
2	1011
2	1086
2	1146
2	1174
2	1304
2	1307
2	1358
2	1454
2	1607
2	1685
2	1715
2	1745
2	1787
2	2039
2	2090
2	2124
2	2182
2	2262
2	2280
2	2404
2	2613
2	2617
2	2746
2	2765
2	3003
2	3006
2	3236
2	3245
2	3332
2	3463
2	3518
2	3955
2	4231
2	4368
2	4425
2	4466
